age,income,gender,education_level,marital_status,purchases_last_month,website_visits,account_age_months,satisfaction_score,churn
25.0,241643.65276840734,Male,,Married,4.0,144.0,112,,0
64.0,54064.53478068609,Female,High School,Divorced,6.0,7.0,170,4.36,0
54.0,52841.87870741932,Female,,Married,3.0,6.0,210,4.2,1
20.0,48606.97131683348,Male,,Single,3.0,12.0,86,2.05,0
68.0,223380.7528736554,Female,,Single,6.0,156.0,178,2.67,1
50.0,40063.65395006071,Male,PhD,Single,7.0,,227,2.81,0
45.0,61295.19523409131,Male,Bachelor,Married,4.0,7.0,204,2.55,0
64.0,51960.248846487295,Female,,Divorced,4.0,7.0,106,,0
25.0,,Female,PhD,Divorced,6.0,,220,4.01,0
,69653.88103232309,Female,Master,,4.0,12.0,48,1.05,0
52.0,,Female,Bachelor,,4.0,168.0,185,,0
49.0,62170.42552144713,,,Divorced,3.0,10.0,9,1.57,0
41.0,51643.23351757293,Male,,Single,2.0,9.0,158,1.52,0
,40166.79114732669,Male,Bachelor,Divorced,0.0,9.0,146,2.11,0
,,Female,,Married,6.0,12.0,173,4.05,0
63.0,57573.494413832705,,High School,Married,2.0,12.0,216,4.88,0
60.0,51848.999596590416,Male,Master,Divorced,5.0,10.0,110,3.06,0
33.0,,Female,PhD,Married,3.0,15.0,83,2.36,1
21.0,39441.26477853322,Female,Bachelor,Divorced,,,78,4.32,0
69.0,99775.36047829091,Female,Master,Divorced,2.0,,66,1.27,0
54.0,333411.8649629997,Male,PhD,Single,4.0,108.0,139,1.37,0
,38177.41925594366,Female,High School,Married,,10.0,90,2.38,0
31.0,65757.31796645626,Male,Bachelor,Single,,7.0,72,2.79,0
,81240.32353591075,Male,High School,Married,,9.0,195,4.19,0
65.0,63350.352250600845,Male,High School,Divorced,0.0,9.0,15,4.7,0
35.0,87480.42684266249,Male,Bachelor,Married,3.0,7.0,109,3.13,0
24.0,29143.73715860066,Male,,Divorced,4.0,13.0,40,2.98,1
27.0,20173.559052395787,Female,,Married,3.0,13.0,141,1.85,0
24.0,65210.34843707507,Male,Bachelor,Single,5.0,8.0,208,2.8,0
50.0,65529.92286747766,Female,Bachelor,Single,2.0,,86,4.69,0
,-6790.003565084844,Male,Master,Divorced,3.0,7.0,33,2.57,0
38.0,47528.478175959695,Male,,Single,6.0,14.0,126,1.84,0
36.0,39826.753712330894,Female,High School,Divorced,1.0,7.0,130,2.35,0
65.0,,Male,Bachelor,Divorced,5.0,13.0,109,3.06,1
36.0,39779.16470780378,Male,,,4.0,7.0,221,3.39,0
53.0,71915.7560319872,Female,High School,Married,6.0,8.0,110,2.73,0
46.0,39651.89957420583,Female,High School,Divorced,2.0,9.0,162,,0
35.0,40337.55730836317,Male,High School,Single,4.0,12.0,16,,0
,27623.893822846418,Male,High School,Married,5.0,10.0,14,3.66,0
18.0,85378.19285031653,Male,PhD,Single,7.0,12.0,231,4.45,1
64.0,68692.64730941268,Female,High School,,,13.0,46,,0
22.0,10152.87594194198,Male,Bachelor,Divorced,3.0,,50,1.81,0
,40355.19841553627,Female,Master,Single,2.0,8.0,113,3.49,0
28.0,,Female,PhD,Married,4.0,14.0,133,3.87,0
59.0,85627.85097965674,,Bachelor,Single,11.0,8.0,43,1.58,0
19.0,76816.77518733313,Female,Bachelor,Divorced,6.0,8.0,146,4.37,0
20.0,,Male,Bachelor,Married,3.0,,48,1.72,0
,21372.462784139236,Male,,,3.0,,192,4.2,0
,387024.899391131,Female,Master,Divorced,2.0,144.0,154,,0
37.0,54062.06297358991,Female,,Single,6.0,10.0,202,3.97,1
22.0,61377.2402923014,Female,Bachelor,Divorced,7.0,7.0,198,1.59,0
,56451.59123583006,Female,Master,Single,3.0,7.0,142,2.52,0
55.0,32889.410008474646,,High School,Married,3.0,5.0,194,1.57,0
47.0,67285.00424445978,Female,Master,Divorced,,10.0,189,2.08,0
26.0,64529.180622268934,Male,,Divorced,5.0,11.0,219,4.94,0
51.0,51484.22314170403,Male,Bachelor,Married,4.0,7.0,201,,0
61.0,69422.11599724974,Male,Bachelor,Single,3.0,8.0,205,2.63,0
52.0,32520.00905153388,Female,,Divorced,4.0,6.0,21,3.71,0
69.0,54619.94448233782,Female,Master,Married,1.0,12.0,55,1.38,0
39.0,60522.549458715774,Female,,Divorced,,11.0,116,1.44,0
61.0,,Male,PhD,Single,,,108,1.57,0
41.0,,Male,High School,Single,2.0,10.0,2,3.58,0
34.0,74672.90293362591,Female,PhD,Single,6.0,7.0,131,4.64,0
27.0,53935.38151914265,Female,PhD,Single,7.0,,13,,0
47.0,59317.70194971311,Female,Bachelor,,7.0,7.0,21,4.93,0
63.0,71246.88078468334,Female,Bachelor,Divorced,7.0,14.0,161,3.31,0
,52243.997822674544,Male,Master,Married,3.0,4.0,148,4.85,0
49.0,,Male,Master,Single,4.0,7.0,125,2.22,0
34.0,36465.92970935066,,PhD,,3.0,12.0,228,2.69,0
67.0,59701.2644535847,Female,Master,Single,3.0,13.0,146,2.58,0
68.0,53303.030327904395,Male,PhD,,7.0,11.0,217,1.19,0
34.0,69981.79590106645,Female,Master,Divorced,7.0,12.0,237,4.32,0
31.0,71269.19908366477,Female,Master,Single,5.0,15.0,38,1.1,0
26.0,75824.18078025762,Female,Bachelor,Divorced,6.0,9.0,25,3.92,0
57.0,,Male,Bachelor,Single,,9.0,166,2.63,0
19.0,16468.378287517684,Male,Bachelor,Divorced,2.0,7.0,143,1.02,0
62.0,74832.79492929549,Female,Bachelor,Divorced,3.0,,209,2.16,0
42.0,,Male,High School,Single,4.0,10.0,238,2.38,0
56.0,47294.167906278206,Female,Bachelor,Married,3.0,8.0,228,4.86,1
26.0,71098.80399134674,,High School,Married,,10.0,157,3.64,1
39.0,,Female,Bachelor,Married,8.0,13.0,97,3.17,1
60.0,80604.8042574055,Male,,Married,,12.0,192,1.51,0
63.0,53327.508964119,Male,PhD,Married,4.0,11.0,32,2.56,0
21.0,43421.4477399021,Female,Master,Single,4.0,13.0,200,1.14,0
43.0,47565.96887522224,Male,Master,Single,5.0,9.0,43,4.05,0
46.0,55370.300279995754,Male,High School,Single,4.0,13.0,13,,1
62.0,,Male,Bachelor,Single,7.0,7.0,209,3.38,0
51.0,60965.60560798814,Male,PhD,Single,5.0,9.0,213,3.8,1
40.0,51407.85112083752,Female,PhD,Single,2.0,9.0,78,2.47,0
54.0,64004.79146922958,Male,,Divorced,5.0,14.0,25,3.53,0
28.0,60165.58548666868,Female,High School,Divorced,2.0,9.0,49,4.06,0
,47048.54008851202,,High School,,5.0,15.0,88,1.74,0
35.0,44036.187511574724,Male,High School,Single,4.0,,120,3.4,0
38.0,72167.31085789675,Female,PhD,Divorced,2.0,7.0,225,3.94,0
59.0,70486.5207199581,Female,,Divorced,4.0,11.0,136,2.43,0
53.0,61142.72710322527,,High School,Single,4.0,9.0,156,1.65,0
58.0,78483.90931980402,Female,PhD,Divorced,5.0,,211,,0
55.0,20773.446876647307,Female,PhD,Married,1.0,11.0,126,,0
51.0,48712.107169865936,Male,Master,Married,7.0,10.0,11,2.43,0
34.0,36873.65775330711,Male,PhD,Married,,7.0,183,1.43,1
54.0,525627.2265137851,Male,Bachelor,Divorced,50.0,13.0,10,1.33,0
42.0,74264.39640791973,Male,PhD,Single,1.0,,59,1.72,0
55.0,58418.76032683448,Male,,Single,,8.0,65,1.51,0
29.0,75699.81157692312,Female,High School,Single,,12.0,133,2.98,0
40.0,82325.5132751023,Female,Master,Divorced,4.0,9.0,80,2.39,0
59.0,82112.63383048141,Male,High School,Divorced,4.0,12.0,212,4.37,0
39.0,,Male,,Married,6.0,,148,4.52,0
38.0,54749.19353435877,Female,High School,Divorced,,11.0,92,2.89,0
44.0,49972.69161032096,Male,Bachelor,,5.0,4.0,133,4.55,0
48.0,40756.2164003863,Male,High School,Married,3.0,6.0,112,2.8,0
23.0,70048.94533458014,Female,High School,,5.0,7.0,195,3.57,0
44.0,56821.28529342438,Female,Bachelor,Divorced,4.0,,158,1.65,0
57.0,51630.57938965608,Female,Bachelor,,4.0,8.0,87,1.21,0
51.0,50586.77276544395,Male,PhD,Single,6.0,8.0,162,1.64,0
29.0,89003.85261269376,Female,High School,Divorced,6.0,10.0,113,2.01,0
62.0,79053.60825683342,Male,,Divorced,,9.0,118,4.0,0
24.0,,Female,Bachelor,Married,,7.0,92,1.69,0
27.0,70580.32599784217,Male,PhD,Married,5.0,11.0,1,1.52,0
62.0,61139.08880509796,Male,Master,Married,5.0,10.0,112,4.71,0
34.0,,Male,Bachelor,Married,,16.0,155,3.76,0
43.0,39593.96905477054,Female,Bachelor,Single,4.0,,119,2.89,0
38.0,34771.62016497199,Female,High School,Single,5.0,,120,1.38,0
45.0,70146.82043785749,Female,PhD,Divorced,3.0,15.0,191,4.41,0
63.0,41306.425790334906,Male,High School,Married,6.0,11.0,34,1.43,0
19.0,64229.155077344716,Female,Master,Married,1.0,10.0,95,3.44,1
60.0,82309.33366190424,Female,PhD,Married,,9.0,32,3.67,0
,46690.92133938207,,High School,Single,5.0,13.0,116,2.6,0
68.0,100209.63269183156,Male,Bachelor,Divorced,10.0,16.0,199,4.64,0
53.0,,,Bachelor,Single,1.0,15.0,235,1.2,1
68.0,79803.89512979692,Female,PhD,Divorced,2.0,12.0,230,4.27,0
43.0,68495.12362264724,Female,Bachelor,Divorced,4.0,8.0,226,3.22,0
,83881.90499892303,Male,,Single,4.0,12.0,174,3.44,0
38.0,37676.04777280621,Female,PhD,Single,2.0,12.0,196,4.95,0
28.0,106140.41833907222,Male,Bachelor,Divorced,6.0,9.0,211,3.33,0
57.0,56424.49832434189,Male,Bachelor,Single,4.0,,185,,0
28.0,73532.95878598563,Female,Master,Single,3.0,13.0,22,1.61,0
,88889.74977893001,Female,Master,Divorced,7.0,12.0,157,4.24,0
66.0,,Male,,Divorced,4.0,6.0,226,4.04,0
56.0,76514.52725894358,,Master,Married,3.0,,98,,0
57.0,44570.60709557014,Female,High School,Single,5.0,,45,4.74,0
52.0,,Female,Bachelor,Divorced,,13.0,173,1.86,0
51.0,44796.38537542532,,Bachelor,Single,3.0,12.0,67,2.86,0
64.0,,Male,,Single,3.0,,21,,0
41.0,66122.4140202392,Male,PhD,,,13.0,230,3.56,0
39.0,75685.99539445231,Female,PhD,Married,4.0,9.0,149,2.85,0
22.0,99369.5261685309,Male,Master,Divorced,,13.0,188,1.44,0
50.0,50960.62020771021,,Bachelor,Divorced,,6.0,209,2.41,0
53.0,82774.69548547213,Female,,Single,2.0,,29,3.66,0
64.0,99405.16897268273,Male,Bachelor,Married,2.0,12.0,33,4.11,0
37.0,63314.667217298345,Female,Bachelor,Divorced,,4.0,167,2.79,0
36.0,48997.34499759418,Female,,Single,5.0,8.0,190,1.22,0
52.0,25399.32521129417,,High School,Divorced,7.0,9.0,90,3.53,0
69.0,97665.51534822125,Male,Bachelor,Single,5.0,13.0,126,4.69,0
60.0,55111.113401512725,Female,High School,Divorced,8.0,5.0,199,2.99,0
34.0,39972.83001538898,Male,Bachelor,,1.0,14.0,45,,0
,32833.39831580475,Female,PhD,Divorced,2.0,10.0,186,2.42,0
60.0,39935.71619219917,Male,PhD,Single,7.0,7.0,73,4.55,0
51.0,78394.10586454331,Male,,Divorced,4.0,7.0,82,4.15,1
26.0,,Male,Bachelor,Married,9.0,7.0,129,4.85,0
43.0,,Female,PhD,Married,4.0,11.0,11,4.16,0
19.0,62646.75654706729,Male,PhD,Married,5.0,5.0,214,2.29,1
26.0,35089.588209973284,Female,,Married,3.0,9.0,160,4.6,0
26.0,45401.18108195905,Female,Bachelor,Single,4.0,,107,3.68,0
57.0,37867.61178637449,Female,PhD,Divorced,4.0,9.0,202,1.65,1
34.0,71456.4201105253,Male,Bachelor,Married,4.0,,177,,1
18.0,38733.75042276591,Female,,,5.0,,91,,0
42.0,45715.07777892815,Female,Bachelor,Single,3.0,13.0,204,4.15,0
60.0,56330.25514002986,Male,PhD,Divorced,2.0,13.0,158,3.47,0
57.0,,Female,PhD,Divorced,2.0,12.0,60,3.11,0
59.0,60935.42861681693,,High School,Married,6.0,12.0,138,1.01,0
,57856.94237928927,Male,Master,Married,7.0,,204,2.74,1
56.0,83684.18291923382,Female,PhD,Single,3.0,10.0,102,1.63,0
52.0,43602.68909932496,,Master,,,,149,2.82,0
20.0,34016.08963375329,Female,Bachelor,Single,6.0,14.0,219,4.97,0
67.0,52518.807008174306,Female,PhD,Single,3.0,7.0,6,4.52,0
54.0,38038.17413127968,,High School,Single,2.0,8.0,166,2.24,0
61.0,60783.09183626249,Female,PhD,Married,3.0,,125,3.37,0
61.0,22801.30276346788,Female,High School,Married,3.0,9.0,116,3.01,0
68.0,,Female,Master,Divorced,3.0,11.0,186,1.52,0
47.0,41432.566603555606,Male,High School,Divorced,,7.0,8,,0
55.0,71355.14154172137,,,Divorced,3.0,16.0,229,2.7,0
51.0,43788.7058074927,Male,Bachelor,Married,6.0,10.0,70,,0
29.0,25278.08482803002,Male,Bachelor,,1.0,,191,3.59,0
36.0,55963.598061309036,Male,PhD,Single,1.0,,162,1.77,0
54.0,,Female,,Married,3.0,10.0,177,1.89,0
61.0,54575.896134785486,Male,,Single,3.0,15.0,40,,0
,47773.54441561784,Male,PhD,Single,4.0,7.0,86,2.54,0
34.0,,,,Married,,,29,1.8,0
27.0,62258.96064884068,Female,,Single,8.0,8.0,9,4.71,0
66.0,,Female,Bachelor,,4.0,6.0,21,3.86,0
64.0,,Male,PhD,Divorced,2.0,11.0,32,4.59,1
29.0,75008.93141774747,Female,Master,Single,3.0,11.0,72,4.39,0
33.0,33973.53842188709,,Master,Married,3.0,12.0,183,3.81,0
41.0,,Female,,,3.0,9.0,171,1.97,0
,24220.211744059903,Female,,Single,6.0,5.0,10,3.46,0
25.0,,,High School,Divorced,,4.0,177,1.75,0
48.0,40423.81578401878,Male,High School,Married,4.0,7.0,87,1.53,0
38.0,80391.8362606159,Female,,Married,3.0,7.0,84,3.53,0
34.0,30461.05380709302,Female,Bachelor,Divorced,5.0,12.0,141,3.5,0
,68841.58073602016,Female,Bachelor,Single,,11.0,86,1.63,0
54.0,84422.62157052987,Female,High School,Married,5.0,15.0,41,2.41,0
33.0,39386.21197159063,Male,PhD,Single,7.0,10.0,207,1.27,0
23.0,42762.30142010121,Female,Bachelor,Single,4.0,10.0,31,3.86,1
,41116.08711246805,Male,PhD,Single,,11.0,109,4.95,1
42.0,50282.746231913916,Female,Bachelor,Single,5.0,,32,3.96,0
35.0,70348.43598378931,Male,,,8.0,4.0,173,4.38,0
42.0,48649.90132225753,Female,PhD,Divorced,,10.0,13,,0
29.0,,Male,High School,Married,8.0,11.0,121,1.38,0
,19624.92586833419,Male,PhD,Divorced,3.0,6.0,153,3.91,0
43.0,92038.95013024792,Male,Master,Single,6.0,10.0,213,2.03,0
58.0,93609.91260829294,Female,High School,Divorced,,,196,2.55,0
62.0,,,Bachelor,Single,2.0,6.0,118,,0
,43792.326111500304,Female,High School,Married,5.0,14.0,106,4.62,0
64.0,74954.04230263294,Male,Master,Married,2.0,9.0,15,2.94,0
49.0,78974.13834986131,Male,Master,,4.0,4.0,64,4.85,0
27.0,54915.037371745326,Female,PhD,Single,2.0,11.0,213,3.08,0
33.0,60827.37087997781,Male,Master,,2.0,12.0,188,1.49,0
24.0,84635.36458978985,Female,Master,Divorced,3.0,14.0,234,3.07,0
34.0,27190.77285887183,Female,Master,Single,,12.0,117,4.44,0
40.0,79968.45646244349,Female,Master,Single,3.0,7.0,8,3.15,0
43.0,53816.92377286973,Female,Bachelor,,4.0,11.0,223,3.99,0
38.0,37748.433959778995,Male,,Married,,6.0,202,3.19,0
39.0,39393.87053411322,Male,High School,Married,3.0,16.0,213,3.18,0
24.0,42705.557309618234,Female,PhD,Married,3.0,10.0,145,2.14,0
,35798.585597975936,,Bachelor,Single,6.0,13.0,5,1.81,0
,95427.77948778032,Male,Master,Married,2.0,,141,2.12,0
,69824.05877002003,Female,PhD,,5.0,6.0,21,2.76,0
26.0,81289.65507217137,Male,Bachelor,Single,,10.0,117,4.24,1
68.0,,Female,,Divorced,4.0,10.0,124,4.32,0
65.0,61224.55216940347,Male,Master,Single,1.0,17.0,115,1.65,0
25.0,61495.10646731264,,PhD,Married,7.0,,44,3.21,0
,52049.747221802754,Female,Bachelor,,4.0,13.0,204,,0
40.0,53684.35247119659,Male,PhD,Single,1.0,11.0,217,,0
,,Male,Bachelor,Married,2.0,18.0,53,3.59,0
35.0,81636.52302080527,Female,High School,Single,4.0,9.0,156,2.12,0
48.0,23735.334279939096,Male,Master,Divorced,4.0,17.0,66,4.68,0
,38827.78818941602,Female,High School,Single,,15.0,149,4.74,0
69.0,100240.68261921222,Male,Master,Single,2.0,10.0,105,,0
56.0,,Female,Master,Divorced,9.0,13.0,126,3.81,0
,63554.208900603975,Female,PhD,Married,4.0,10.0,120,1.13,0
,72746.77095535459,Female,Bachelor,Divorced,6.0,,214,,0
59.0,29193.25013757209,Female,,Divorced,,8.0,57,,0
56.0,,Female,High School,Single,5.0,8.0,55,3.78,0
34.0,51102.113069023064,Male,High School,Single,3.0,8.0,130,2.3,0
31.0,,Male,PhD,Divorced,1.0,9.0,94,3.68,0
48.0,58500.88069981199,Female,PhD,Married,3.0,14.0,65,4.38,0
41.0,69710.98590604271,Male,PhD,Divorced,0.0,,110,4.48,0
,87783.26095741191,Female,Master,Married,4.0,8.0,205,1.08,0
61.0,76221.76679579182,Male,High School,Divorced,9.0,9.0,131,4.27,0
62.0,,Male,Master,Divorced,,,187,4.41,0
51.0,52500.71844104414,Female,High School,Married,8.0,12.0,212,3.38,0
20.0,47061.09657500771,Female,High School,Divorced,,10.0,191,2.92,0
54.0,39668.78241975301,Male,Bachelor,Single,,11.0,5,1.44,1
60.0,175582.48873221673,Male,High School,Divorced,5.0,156.0,66,1.96,0
57.0,,Female,PhD,Single,4.0,11.0,90,2.96,0
43.0,60212.844864653,Male,PhD,Married,3.0,11.0,221,4.46,0
40.0,,Male,,Married,4.0,7.0,146,4.21,0
,69685.15133188604,Female,Bachelor,Single,3.0,13.0,137,2.98,0
56.0,,Male,Bachelor,Divorced,2.0,,150,4.14,1
32.0,,Female,Master,,10.0,10.0,156,4.06,0
66.0,45126.76773266469,Female,High School,Single,7.0,12.0,188,3.32,0
21.0,68054.44433745641,Female,High School,Married,,15.0,140,1.88,0
46.0,41776.52047298342,Male,PhD,Single,7.0,9.0,37,2.39,0
39.0,56196.84112522544,Male,PhD,Divorced,2.0,12.0,210,1.66,0
42.0,61134.851343241084,,PhD,,5.0,10.0,119,1.03,1
30.0,63089.679914381224,Female,PhD,,5.0,12.0,98,1.32,0
35.0,,Male,PhD,Divorced,,8.0,170,4.04,0
50.0,76036.61965089838,Male,PhD,Married,3.0,9.0,54,1.13,0
33.0,48060.232180484556,Male,High School,,4.0,9.0,170,,0
62.0,63633.48545806943,Female,Bachelor,,,8.0,122,4.94,0
59.0,44821.903209592,Female,PhD,Married,4.0,12.0,67,4.18,0
,118415.05131771762,Male,High School,Married,3.0,8.0,56,4.0,0
,41742.71364472741,Male,PhD,Divorced,2.0,,46,2.1,0
52.0,45986.946913108906,Male,Master,Married,6.0,12.0,5,3.57,0
59.0,77652.96154026239,Female,,Married,3.0,9.0,56,2.99,0
51.0,,Female,High School,,2.0,17.0,151,3.5,1
47.0,77660.92255402058,Male,Bachelor,Single,3.0,7.0,62,2.74,0
30.0,63060.4518745177,Male,Master,Married,1.0,11.0,141,3.12,1
30.0,259681.07334462096,Female,Master,Married,,120.0,59,4.95,0
,44944.89301750445,Female,Bachelor,Single,2.0,9.0,216,2.32,0
49.0,44223.26876726255,Male,Master,Divorced,5.0,,28,1.87,0
49.0,52153.57994974516,Male,PhD,Divorced,8.0,16.0,209,,0
52.0,56512.073633104046,,,Divorced,3.0,11.0,6,3.1,0
56.0,43362.375131522516,Female,Master,Divorced,2.0,9.0,189,1.34,0
63.0,57815.35139626911,Male,Bachelor,Single,2.0,6.0,61,4.22,0
69.0,38117.69414663985,Female,PhD,Married,,9.0,219,2.69,0
46.0,75118.02433192704,Female,Master,Divorced,,7.0,173,2.65,0
66.0,78947.24798919928,Male,High School,Single,5.0,9.0,93,3.64,0
46.0,45913.49619582937,Male,Master,Married,5.0,9.0,12,4.09,0
61.0,44796.538897695595,,Master,Divorced,6.0,10.0,163,4.94,1
33.0,63558.33614019745,Male,PhD,Married,3.0,10.0,62,1.69,0
61.0,85307.3218606313,Female,High School,,,,112,2.38,0
64.0,89733.27328506348,Male,,Married,6.0,,5,1.67,0
27.0,31945.145535274656,,High School,Divorced,5.0,9.0,66,,0
47.0,80126.09659303048,,PhD,Divorced,3.0,14.0,203,3.19,0
42.0,58768.93324129611,Male,PhD,Married,4.0,,68,4.41,1
56.0,59156.205990789305,Female,PhD,Married,1.0,,86,4.94,0
37.0,70094.24731301122,Female,PhD,,3.0,14.0,193,3.2,0
22.0,50380.850591677714,Female,PhD,Single,5.0,14.0,109,1.47,0
18.0,81934.0126421661,,High School,Single,,12.0,114,2.45,1
47.0,88479.24543539614,Female,,,2.0,5.0,80,1.14,0
66.0,,,PhD,Single,,10.0,66,4.4,0
,23121.7042346944,Female,Bachelor,Divorced,6.0,8.0,169,1.07,0
62.0,55406.854625431406,Male,Master,Married,,7.0,155,3.37,0
31.0,21295.388303844848,Female,Master,Single,8.0,8.0,76,1.42,0
47.0,44694.39876113316,Male,PhD,Married,1.0,12.0,5,1.03,0
67.0,12050.022577406846,Male,Master,Divorced,5.0,,133,2.02,0
21.0,69005.33269278973,,Bachelor,Divorced,,,86,3.21,0
35.0,64386.192711603486,Male,Master,Single,4.0,7.0,141,,1
54.0,51347.977868864684,,Master,Divorced,5.0,12.0,80,3.46,0
42.0,,Female,Bachelor,Married,2.0,,90,3.69,1
65.0,66280.63248707341,Female,Master,Single,6.0,14.0,137,4.88,0
18.0,39771.55857257807,Female,PhD,Married,2.0,12.0,176,4.6,1
63.0,38410.75770465347,Female,Bachelor,Married,,8.0,32,3.27,0
32.0,35951.67596130582,Male,,Married,3.0,18.0,83,,0
26.0,55923.18138522702,Female,High School,Divorced,2.0,9.0,36,2.45,0
32.0,48353.84860934474,,High School,Married,5.0,10.0,220,3.34,0
66.0,,Female,Bachelor,Divorced,3.0,10.0,143,2.61,0
41.0,70436.17480037463,Female,Bachelor,Married,2.0,14.0,137,2.35,0
21.0,79265.93209718997,Female,High School,,3.0,10.0,16,3.91,0
29.0,,Male,PhD,Divorced,2.0,,6,2.19,0
54.0,61202.739559365844,,Master,,3.0,4.0,72,2.52,0
,66951.7820512554,Male,Master,Married,2.0,4.0,161,2.47,0
60.0,63776.92714261828,Male,Master,Married,3.0,9.0,224,4.48,0
23.0,26516.28602372193,Female,,Divorced,3.0,12.0,110,1.68,0
56.0,52606.05888057827,Female,PhD,Married,,8.0,100,2.53,0
63.0,52698.03554518673,Male,High School,Divorced,2.0,9.0,170,4.55,0
41.0,,,PhD,Married,3.0,17.0,59,1.06,0
28.0,,Male,,Divorced,6.0,,36,4.79,0
30.0,,Female,,Divorced,2.0,,34,4.6,1
51.0,40273.46472149885,Male,High School,Single,,,130,2.67,0
42.0,56979.48092305894,Male,PhD,Married,5.0,9.0,13,3.61,0
24.0,47218.99205829939,Female,High School,Married,7.0,,171,4.96,1
69.0,7615.145461662156,Male,Bachelor,Single,5.0,9.0,202,3.22,0
21.0,32058.621593790733,,,Divorced,5.0,11.0,57,1.39,0
25.0,61778.28651626158,Female,High School,Divorced,5.0,12.0,230,4.41,0
37.0,81837.82628308219,Female,,Single,2.0,17.0,7,,0
46.0,11455.934846434699,Female,Bachelor,Single,,8.0,187,2.03,0
68.0,,Female,Bachelor,Divorced,1.0,16.0,59,,0
62.0,68629.0766798952,Male,PhD,Married,4.0,,111,2.02,0
63.0,77563.90927506336,Male,PhD,Single,5.0,16.0,116,3.98,0
27.0,,Female,Master,Single,4.0,7.0,51,2.79,0
60.0,,Female,Master,Single,5.0,10.0,3,4.04,0
51.0,84394.21499780387,Male,,,,10.0,155,1.93,0
43.0,75921.85411997137,Male,Master,Single,5.0,9.0,206,2.68,1
58.0,77172.3679615203,Female,PhD,Single,2.0,8.0,54,2.27,0
66.0,50638.7199501851,Male,Master,Divorced,3.0,12.0,94,2.0,0
20.0,,Male,,Divorced,5.0,9.0,192,2.26,0
23.0,,Female,PhD,Single,3.0,12.0,34,2.29,0
22.0,82624.60183318026,Male,Bachelor,Divorced,5.0,11.0,23,4.82,0
22.0,58669.356931162205,Male,Bachelor,Married,4.0,10.0,48,3.13,0
64.0,62578.6838249563,Male,,Married,3.0,7.0,55,2.85,0
40.0,41094.94683845046,Male,PhD,,3.0,11.0,17,3.01,0
66.0,23719.473037836986,Female,Bachelor,Married,,15.0,79,4.98,0
26.0,62154.082955834616,Male,Bachelor,Married,5.0,9.0,62,3.61,0
,71027.89099182794,,PhD,Divorced,5.0,10.0,125,,0
37.0,74053.84769637529,Male,,Divorced,,11.0,237,2.25,0
66.0,71895.57191649172,Female,Bachelor,Divorced,1.0,7.0,61,2.89,0
59.0,67363.23390106915,Female,Master,Divorced,2.0,,189,,0
52.0,,Male,Master,,2.0,72.0,44,3.74,0
67.0,376747.6072520033,Female,Master,Single,80.0,7.0,71,2.38,0
35.0,39287.55305049343,Female,High School,Divorced,3.0,12.0,125,3.99,0
34.0,82141.28472130268,Female,PhD,Married,2.0,8.0,128,1.85,0
41.0,58320.36262387654,Female,Bachelor,Divorced,3.0,10.0,3,,1
20.0,58985.81560269032,,High School,Married,,13.0,201,2.88,0
49.0,77318.53236610204,Male,Master,Divorced,2.0,9.0,67,1.67,0
52.0,,Female,High School,Single,7.0,10.0,112,1.28,0
55.0,75412.77357900277,Female,Bachelor,Divorced,2.0,9.0,99,2.27,0
30.0,43590.84300888663,Male,Bachelor,,3.0,11.0,232,3.18,0
64.0,75253.39100877104,Male,PhD,Divorced,3.0,9.0,136,,0
42.0,43704.20780059104,Female,Master,Divorced,5.0,12.0,154,2.7,0
26.0,75758.02803455318,Male,Master,Divorced,3.0,6.0,120,3.0,0
21.0,,Male,,Married,5.0,16.0,143,3.17,0
31.0,58126.398761232704,Male,Master,Married,4.0,8.0,133,,0
54.0,43582.17720988658,Male,High School,,2.0,8.0,141,1.36,0
51.0,77398.71304896052,Male,Bachelor,Single,5.0,8.0,207,2.62,0
28.0,82303.33548178026,Male,Bachelor,Married,3.0,,103,1.82,1
58.0,63979.930275838655,Female,Bachelor,Single,0.0,10.0,140,3.13,1
20.0,63322.18287875769,,Bachelor,,3.0,,227,4.03,0
45.0,74083.54244962272,Male,Bachelor,Married,6.0,9.0,63,3.32,0
,,Male,High School,Married,3.0,9.0,136,1.89,0
26.0,,Female,Bachelor,Married,3.0,8.0,202,,0
20.0,50006.493501040386,Male,High School,Married,3.0,8.0,34,1.15,0
42.0,72945.34972880976,Female,Bachelor,Divorced,7.0,6.0,200,2.71,0
51.0,22825.452578126577,,High School,Married,2.0,11.0,22,,0
29.0,,Female,High School,Single,4.0,11.0,50,1.95,0
59.0,,Female,High School,Divorced,,11.0,140,4.06,0
26.0,55195.44267455102,Male,Master,Divorced,,11.0,150,2.55,0
32.0,78321.02646236622,Male,High School,Single,5.0,,91,3.68,0
